epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.713355200631278,0.013101983002832862,4.626556526530873,0.026933435936898807,0.0001
2,4.641182431152889,0.018271954674220964,4.5669452060352675,0.03385917660638707,9.999726120980734e-05
3,4.589423809732709,0.026274787535410765,4.520878098227761,0.03501346671796845,9.998904513956854e-05
4,4.541248806885311,0.0301699716713881,4.463669906963002,0.042708734128510964,9.99753526902683e-05
5,4.498875456196921,0.033711048158640226,4.4238760688088155,0.05117352828010773,9.995618536343798e-05
6,4.456912764481136,0.04086402266288952,4.382947141473943,0.0565602154674875,9.993154526099097e-05
7,4.408196994236538,0.04645892351274788,4.330751982602206,0.05463639861485187,9.990143508499217e-05
8,4.36264842748642,0.05184135977337111,4.266324043273926,0.07118122354751828,9.986585813736167e-05
9,4.331567406654358,0.052478753541076485,4.317810622128573,0.060023085802231625,9.982481831951275e-05
10,4.289921377386365,0.06140226628895184,4.2020838477394795,0.06925740669488265,9.977832013192385e-05
11,4.253046878746578,0.06395184135977337,4.188317602330988,0.07772220084647942,9.972636867364526e-05
12,4.211961575916836,0.06912181303116147,4.097275170412931,0.08695652173913043,9.966896964173981e-05
13,4.170872211456299,0.0763456090651558,4.041088234294545,0.1000384763370527,9.960612933065818e-05
14,4.134315499237606,0.07726628895184136,4.053234187039462,0.09503655252020007,9.953785463154861e-05
15,4.096643473420825,0.08477337110481586,3.983085025440563,0.10542516352443247,9.946415303150127e-05
16,4.063023511852537,0.09171388101983002,3.9523166743191807,0.11350519430550211,9.938503261272713e-05
17,4.026583411863872,0.10184135977337111,3.90457220511003,0.13005001923816853,9.930050205167172e-05
18,3.9879411331244876,0.10630311614730878,3.8922570618716152,0.11966140823393613,9.921057061806362e-05
19,3.944191494158336,0.11140226628895183,3.855794841592962,0.1296652558676414,9.9115248173898e-05
20,3.91110782963889,0.11912181303116147,3.7788088538429956,0.15005771450557906,9.901454517235501e-05
21,3.878193220921925,0.12252124645892351,3.739425008947199,0.1550596383224317,9.89084726566536e-05
22,3.845735801117761,0.1298158640226629,3.7264754988930444,0.1592920353982301,9.879704225884044e-05
23,3.8124178435121263,0.13441926345609065,3.7189013957977295,0.1565986918045402,9.868026619851436e-05
24,3.783316914524351,0.14334277620396602,3.657781817696311,0.17006540977298962,9.855815728148632e-05
25,3.7466943774904524,0.1486543909348442,3.604617118835449,0.17468257021931513,9.843072889837512e-05
26,3.715080197368349,0.15715297450424928,3.645139455795288,0.17429780684878798,9.829799502313895e-05
27,3.687873031411852,0.15779036827195467,3.5930297591469507,0.18006925740669488,9.815997021154302e-05
28,3.65562464935439,0.16473087818696883,3.523291674527255,0.1996921893035783,9.80166695995633e-05
29,3.6334698455674306,0.16975920679886686,3.540875261480158,0.19892266256252406,9.786810890172675e-05
30,3.6173106942858015,0.17464589235127478,3.4703145677393135,0.2100808003078107,9.771430440938803e-05
31,3.5742537549563815,0.18087818696883853,3.4435395110737193,0.22431704501731436,9.755527298894293e-05
32,3.5527257791587283,0.18675637393767705,3.4057372483340176,0.22431704501731436,9.739103207997881e-05
33,3.518479219504765,0.1980169971671388,3.3742579980330034,0.2339361292804925,9.722159969336219e-05
34,3.5012943829808916,0.2043201133144476,3.387282133102417,0.22624086186995,9.704699440926357e-05
35,3.4675397276878357,0.21168555240793202,3.283878521485762,0.26163909195844554,9.686723537511998e-05
36,3.438380650111607,0.21869688385269123,3.298634008927779,0.24971142747210465,9.668234230353521e-05
37,3.4084443918296268,0.22960339943342775,3.280027324503118,0.26279338207002695,9.649233547011815e-05
38,3.382600005183901,0.2343484419263456,3.282823909412731,0.2520200076952674,9.629723571125924e-05
39,3.360864290169307,0.24107648725212463,3.260896097530018,0.2770296267795306,9.609706442184561e-05
40,3.3301957632814134,0.24497167138810197,3.1661247556859795,0.29896113889957676,9.589184355291486e-05
41,3.3016029383455003,0.25262039660056657,3.1429044983603736,0.2981916121585225,9.568159560924792e-05
42,3.275017874581473,0.26373937677053827,3.1244033683430064,0.308964986533282,9.54663436469011e-05
43,3.2415393676076616,0.2747167138810198,3.0667001984336157,0.3216621777606772,9.524611127067769e-05
44,3.206006326845714,0.27889518413597736,3.144850340756503,0.293574451712197,9.502092263153959e-05
45,3.1965803120817458,0.28016997167138813,2.983154968781905,0.33743747595228935,9.479080242395869e-05
46,3.158285128218787,0.29405099150141645,3.017168066718362,0.33205078876490957,9.455577588320899e-05
47,3.1286525428295135,0.3045325779036827,2.9321731220592153,0.357829934590227,9.431586878259919e-05
48,3.097111757312502,0.311685552407932,2.997714801268144,0.3282031550596383,9.407110743064637e-05
49,3.080193647316524,0.3155099150141643,2.9043336781588467,0.367064255482878,9.3821518668191e-05
50,3.05426093510219,0.3269830028328612,3.0281253944743765,0.3101192766448634,9.35671298654535e-05
51,3.0329121308667317,0.3301699716713881,2.9362697384574195,0.3497499038091574,9.330796891903274e-05
52,2.9969910042626515,0.34121813031161474,2.7952320358969946,0.38822624086186996,9.304406424884702e-05
53,2.979106570993151,0.3456798866855524,2.828565250743519,0.3970757983839938,9.277544479501734e-05
54,2.95562635575022,0.35339943342776203,2.811694622039795,0.38822624086186996,9.250214001469389e-05
55,2.932630036558424,0.3556657223796034,2.7491406310688364,0.3993843786071566,9.222417987882569e-05
56,2.9057191950934276,0.36593484419263456,2.7134806242856113,0.42593305117352825,9.194159486887397e-05
57,2.884955653122493,0.37188385269121815,2.7214885408228096,0.4136206233166603,9.165441597346951e-05
58,2.8623955249786377,0.37613314447592067,2.652672919360074,0.44594074644093884,9.13626746850144e-05
59,2.8370350343840465,0.3890226628895184,2.751491828398271,0.40438630242400925,9.106640299622855e-05
60,2.817551021065031,0.39143059490084986,2.68745155767961,0.42862639476721814,9.07656333966413e-05
61,2.8022914954594205,0.39511331444759207,2.622245094992898,0.4524817237399,9.046039886902865e-05
62,2.7796123836721693,0.408356940509915,2.5717188011516225,0.46556367833782225,9.01507328857962e-05
63,2.770684689283371,0.4062322946175637,2.544225562702526,0.46748749519045785,8.983666940530862e-05
64,2.7370395277227675,0.4178470254957507,2.584351973100142,0.4578684109272797,8.951824286816574e-05
65,2.7265284402029857,0.4192634560906516,2.6639602184295654,0.4355521354367064,8.919548819342572e-05
66,2.699904305594308,0.4237960339943343,2.6338785128159956,0.44863409003462873,8.886844077477572e-05
67,2.6841601388795033,0.4343484419263456,2.5272402329878374,0.48172373989996153,8.85371364766507e-05
68,2.6769792480128154,0.4309490084985836,2.5312723246487705,0.4921123509041939,8.820161163030041e-05
69,2.6496519999844685,0.4397308781869688,2.4730621684681284,0.49365140438630245,8.786190302980525e-05
70,2.6303742144789015,0.4518413597733711,2.579254692251032,0.4755675259715275,8.751804792804147e-05
71,2.6245897923197066,0.44950424929178473,2.4391700354489414,0.510580992689496,8.717008403259587e-05
72,2.6077030301094055,0.4573654390934844,2.4595686305652964,0.5098114659484417,8.681804950163075e-05
73,2.5772289293152943,0.4588526912181303,2.424960808320479,0.5013466717968449,8.646198293969953e-05
74,2.579765783888953,0.46253541076487253,2.4099325916983863,0.5067333589842247,8.610192339351322e-05
75,2.5545423797198703,0.4689801699716714,2.432479663328691,0.5213543670642555,8.573791034765855e-05
76,2.5525849163532257,0.4689801699716714,2.3926702846180308,0.5298191612158523,8.536998372026807e-05
77,2.522374370268413,0.48640226628895183,2.3922678123820913,0.5175067333589842,8.499818385864264e-05
78,2.5168485726628984,0.4831444759206799,2.3558709621429443,0.5317429780684879,8.462255153482685e-05
79,2.49425322668893,0.49015580736543907,2.324596556750211,0.5344363216621778,8.424312794113803e-05
80,2.4807325218405043,0.498300283286119,2.2709317207336426,0.55021161985379,8.385995468564893e-05
81,2.4628566205501556,0.5058781869688386,2.3776955604553223,0.5198153135821469,8.3473073787625e-05
82,2.441974644150053,0.5072946175637394,2.252245382829146,0.556367833782224,8.308252767291644e-05
83,2.4372908047267368,0.5069405099150142,2.3101046952334316,0.556367833782224,8.26883591693058e-05
84,2.4289736236844743,0.5092776203966005,2.2673276337710293,0.5498268564832628,8.229061150181136e-05
85,2.4070079496928622,0.5191218130311614,2.2876817963340064,0.5663716814159292,8.188932828794708e-05
